lo,hi,val,err
0,0.02,2.184016612,0.464370142
0.02,0.04,2.412640181,0.3610242282
0.04,0.06,3.029597772,0.4025965532
0.06,0.08,3.741667614,0.4325259996
0.08,0.1,4.273650312,0.4296275519
0.1,0.12,4.705531203,0.4716854817
0.12,0.14,4.729968234,0.5236758083
0.14,0.16,4.503825865,0.5771096544
0.16,0.2,3.238284366,0.4497447996
0.2,0.25,1.963862813,0.2361978766
0.25,0.3,0.9531217981,0.1146229463
0.3,0.35,0.5679782165,0.09375684375
0.35,0.4,0.3223189661,0.04901229882
0.4,0.5,0.06923534736,0.01231521598
