lo,hi,val,err
0.1,0.18,4.96,5.29
0.18,0.3,15.33,4.83
0.3,0.48,21.93,6.6
0.48,0.75,15.66,4.64
0.75,1.14,7.16,1.65
1.14,2.5,0.72,0.2
