lo,hi,val,err
0.0,2.0,0.166,0.03154
2.0,4.0,0.488,0.05856
4.0,6.0,0.771,0.0771
6.0,8.0,0.846,0.0846
8.0,10.0,0.921,0.08289
10.0,12.0,0.856,0.0856
12.0,16.0,0.879,0.07911
16.0,20.0,0.83,0.0913
20.0,25.0,0.566,0.10754
