lo,hi,val,err
0.0,0.1,9.04,1.7176
0.1,0.25,18.24,2.1888
0.25,0.4,19.02,1.902
0.4,0.6,14.86,1.6346
0.6,0.85,11.27,1.3524
0.85,1.15,6.53,1.0448
1.15,1.55,4.65,0.8835
1.55,2.0,1.57,0.5652
