lo,hi,val,err
0.0,10.0,0.039,0.0117
10.0,20.0,0.112,0.02016
20.0,30.0,0.175,0.0245
30.0,40.0,0.2,0.024
40.0,50.0,0.169,0.02028
50.0,60.0,0.155,0.02015
60.0,70.0,0.149,0.01937
70.0,80.0,0.133,0.01862
80.0,90.0,0.077,0.01463
90.0,120.0,0.064,0.00832
120.0,180.0,0.028,0.00364
