lo,hi,val,err
1.4,1.65,27.9295,4.60697
1.65,2,31.2127,4.51884
2,2.5,41.2325,5.69737
2.5,3,54.4578,7.87837
3,3.5,56.1941,10.2644
3.5,4.1,62.9149,10.7922
4.1,4.7,65.9083,11.264
4.7,6,50.1836,9.50537
