lo,hi,val,err
0.4,0.5,1.65,0.11
0.5,0.6,1.09,0.08
0.6,0.7,0.803,0.076
0.7,0.8,0.657,0.064
0.8,0.9,0.447,0.073
0.9,1.0,0.294,0.064
1.0,1.1,0.205,0.057
