lo,hi,val,err
-1.0,-0.9,1.002922285331955,0.4139952697187179
-0.9,-0.75,1.2909693661480028,0.4815348365218001
-0.75,-0.6,1.9440121524713228,0.5534447620488062
-0.6,-0.45,1.5357200182887476,0.7164897319079034
-0.45,-0.3,2.001446982529151,0.5143349922224453
-0.3,-0.15,2.614923432874304,0.7946678292234768
-0.15,0.0,3.485816163785147,1.1257592191513375
0.0,0.15,4.450198129798951,1.3601789778668532
0.15,0.3,7.2194337168891565,1.7163212038028117
0.3,0.4,9.903955018821554,1.6977063803693937
0.4,0.5,13.65172712096884,1.808569420708506
0.5,0.6,16.95123367452471,2.4534032796148657
0.6,0.7,21.60082884005351,2.9913779489806163
0.7,0.8,24.69610998377343,2.980820724388679
0.8,0.85,22.42527722720189,3.6796343971790177
0.85,0.9,28.79007976776158,3.174314829934453
0.9,0.925,26.09523326495888,5.060648156255558
0.925,0.95,23.35225723487799,3.8956098526829694
0.95,0.975,26.31894629628644,5.741860329479448
0.975,1.0,23.825852000042264,5.44745317721785
