lo,hi,val,err
-1.0,-0.6,0.1383757932704808,0.1286432675245255
-0.6,-0.45,1.6231854124028937,0.7458918376619391
-0.45,-0.35,7.682291111988207,1.762782350570101
-0.35,-0.25,12.047680052417181,3.2320079939064508
-0.25,-0.15,29.74402379507174,5.592728428680273
-0.15,-0.075,68.23056944965907,8.169029044024558
-0.075,0.0,89.20520544517682,11.2192217980457
0.0,0.075,73.76297523380934,14.858462592720374
0.075,0.15,56.61157453099341,7.722439559453908
0.15,0.25,31.422444628847085,4.865355658388471
0.25,0.35,9.892815864546668,2.8265837192089966
0.35,0.45,7.266913788141555,2.1272631854466315
0.45,0.6,2.523760185896588,0.908926719711692
0.6,1.0,0.06058383016520072,0.11685338603770144
