lo,hi,val,err
0.0,30.0,0.014115178129288695,0.005823776242053296
30.0,45.0,0.03616087179502676,0.018817278286098936
45.0,60.0,0.05150883277729457,0.01716002282694518
60.0,75.0,0.06521292501234062,0.013686466802437729
75.0,90.0,0.053667419974796855,0.012990279760556398
90.0,105.0,0.052624760802884175,0.010855736618489839
105.0,120.0,0.051411656599268586,0.015745033012601387
120.0,135.0,0.04181600819429906,0.011541372226751966
135.0,150.0,0.03384487004500648,0.018634410677523052
150.0,180.0,0.020255744415470466,0.008092264924695804
