lo,hi,val,err
-1.0,-0.6,0.20840356275037686,0.07031506474060736
-0.6,-0.45,1.6527949658403618,0.518707062637566
-0.45,-0.35,6.283953427402782,1.224994674820523
-0.35,-0.25,9.560785623433063,1.6694737686146284
-0.25,-0.15,17.783683582461244,2.699007574810875
-0.15,-0.075,31.36882587192904,4.390174964601864
-0.075,0.0,41.20299390468016,5.4221964526179605
0.0,0.075,35.14664793543497,6.870520535450804
0.075,0.15,28.030198555413193,3.3394690334070654
0.15,0.25,18.749674771703926,3.1256482251155124
0.25,0.35,8.986121631045625,2.552144848048731
0.35,0.45,4.941906067563816,1.422860884549872
0.45,0.6,2.2992840992165533,0.5943119562044954
0.6,1.0,0.07190223311591627,0.060557728705292656
