GlobalXbin    GlobalYbin    Z
1    7    0.0008389977614527357
1    8    0.001197099145448224
1    9    0.001301940497111552
1    10    -0.0001591038112230085
1    11    6.511739614632941e-05
1    12    0.005542112958333466
1    13    0.009649796389685371
1    14    0.007979231956706604
1    15    0.005630553918324381
1    16    0.005079493583776917
1    17    0.004137225718930887
1    18    0.00215716474145658
1    19    0.0004856195341840351
1    20    0.0004124788939665073
1    21    0.0005154436853792305
1    22    0.0005965416661461134
1    23    0.0006762747978683554
1    24    0.00077637754049877
1    25    0.0008732873552101389
1    26    0.001004223443848034
1    27    0.001171373068566194
1    28    0.001371117822824576
1    29    0.0002535140756725081
1    30    0.0003024741907264219
1    31    0.0003651342728719567
1    32    0.00041839461191612
1    33    0.0004538499238165627
1    34    0.0005026800287747145
1    35    0.0005652492436520043
1    36    0.0006522656454905251
1    37    0.0007409535846839388
1    38    0.0008363585822752752
1    39    0.0009238019321481821
1    40    0.001015243605216952
1    41    0.001081277343133174
1    42    0.00116190747372776
1    43    0.001246778149710239
1    44    0.0006505032275366212
1    45    0.0006823164580292497
1    46    0.0007221573456292631
1    47    0.0007744902089782696
1    48    0.0008247480304218402
1    49    0.0008916649069055921
1    50    0.0009591630094193089
1    51    0.001091543787791403
1    52    0.001280339089961729
1    53    0.001525880958094772
1    54    0.001799409021689639
1    55    0.002073815493659481
1    56    0.002351578525969726
1    57    0.002629063806754698
1    58    0.002894100236844211
1    59    0.003211704152186846
1    60    0.00364037914358911
1    61    0.001867401727973234
1    62    0.002001072946953052
1    63    0.001091352257332384
1    64    9.989294088380885e-05
1    65    0.001877390790974864
1    66    0.003344220908943295
1    67    0.002940043311308084
1    68    0.001895591160945104
1    69    6.692331861188954e-05
1    70    0.004432731763806209
1    71    0.006836951934604539
1    72    0.007115650514537832
1    73    0.006178028288616978
1    74    0.004689142527874087
1    75    0.003088017423919373
1    76    0.001704827376972298
1    77    0.0005771001623477475
1    78    0.003728555128109251
1    79    0.005227341814875392
1    80    0.005799357057871386
1    81    0.005752916085140467
1    82    0.004236130102750326
1    83    0.002095491980279953
1    84    -9.714069246104387e-06
2    0    0.003912044485361652
2    1    0.006084550680011587
2    2    0.005857334970355396
2    3    0.003342669104571651
2    4    0.0004609160582167649
2    5    5.289784906793475e-05
2    6    0.0005807527381859451
2    7    -0.0004341762080052527
2    8    0.001511476327766304
2    9    0.0007352330675151009
2    10    0.0003029497921461769
2    11    -0.000125170082025276
2    12    0.003898888090090283
2    13    0.005540095761139778
2    14    0.006781476691629952
2    15    0.006216436093112036
2    16    0.004377457155155993
2    17    0.002720267786294317
2    18    0.001626309386919131
2    19    0.0008460438880328851
2    20    0.0002171704917867114
2    21    0.0002886740666477242
2    22    0.0003686305931634871
2    23    0.0004803693217584554
2    24    0.0006226554008744004
2    25    0.0007666576443518716
2    26    0.0009379740286255051
2    27    0.001137406546017131
2    28    0.001357277926268462
2    29    0.0001987239622124582
2    30    0.0002341497242526697
2    31    0.0002808387304810973
2    32    0.0003275499869225511
2    33    0.0003571538175245811
2    34    0.0003856836405871754
2    35    0.0004152358317437016
2    36    0.0004621197755488829
2    37    0.0005113120293294228
2    38    0.000564418702971715
2    39    0.0006112115434642114
2    40    0.0006602091558409837
2    41    0.0006973983103802782
2    42    0.000755125217693969
2    43    0.0008198584867119702
2    44    0.0004416343650535276
2    45    0.0004702926675975102
2    46    0.0005042211727357971
2    47    0.0005449587231893591
2    48    0.000583751518443096
2    49    0.0006324097710055489
2    50    0.0006772934155938305
2    51    0.0007649356508332086
2    52    0.0008957086280601123
2    53    0.001076917445502109
2    54    0.00128858805074909
2    55    0.001508663539471852
2    56    0.001737899195462563
2    57    0.00197899317368779
2    58    0.002229960958942803
2    59    0.002537642614964395
2    60    0.002924190779735509
2    61    0.0009544349477838182
2    62    0.001593631785144421
2    63    0.001305563187622848
2    64    5.92047324836959e-05
2    65    0.001057697030012277
2    66    0.002367653511440569
2    67    0.002542398132431381
2    68    0.001357459553158571
2    69    4.967466806340647e-05
2    70    0.002841537012163546
2    71    0.005013974940071365
2    72    0.005856070284820624
2    73    0.005567508669130331
2    74    0.004311859050368284
2    75    0.002699831836492475
2    76    0.00128509186188368
2    77    0.0003653311659798964
2    78    0.002039210357062656
2    79    0.004032435502949353
2    80    0.005266252033868917
2    81    0.005606937167576351
2    82    0.004225642963364143
2    83    0.002127628121319357
2    84    3.182033628239361e-05
3    0    0.002332236132218933
3    1    0.003524678450413403
3    2    0.003342669104571649
3    3    0.002549207517386177
3    4    0.001000216388074034
3    5    0.0001110649392576429
3    6    0.0004678290771343734
3    7    0.001221241488063639
3    8    0.0006672243858622608
3    9    0.000593555609267186
3    10    0.0003057672487428286
3    11    -0.0001663188081325493
3    12    0.002398143163582492
3    13    0.004337900880532941
3    14    0.004082641032853644
3    15    0.003521403372248816
3    16    0.003293008562907944
3    17    0.002725176181687767
3    18    0.00176552746994132
3    19    0.0007365492034024302
3    20    0.0001334202649161463
3    21    0.0001283163600879232
