lo,hi,val,err
0.0,2.0,93.64,6.19
2.0,3.0,226.67,15.25
3.0,4.0,276.53,18.89
4.0,5.0,278.12,22.02
5.0,6.0,262.12,25.46
6.0,8.0,232.61,21.04
8.0,10.0,167.48,16.7
10.0,13.0,114.14,13.91
