3.297,1.7839999999999998,0.9,1.0510000000000002,1.253,1.229,0.852,0.64,0.371,0.236,-0.164
1.7839999999999998,4.53,2.812,2.218,2.3579999999999997,2.154,1.296,1.1039999999999999,0.58,0.412,-0.248
0.9,2.812,4.667999999999999,3.754,3.371,3.208,2.0869999999999997,1.5639999999999998,0.941,0.595,-0.216
1.0510000000000002,2.218,3.754,5.776,5.090999999999999,4.054,2.689,1.6909999999999998,1.0399999999999998,0.647,-0.12
1.253,2.3579999999999997,3.371,5.090999999999999,7.469,6.507000000000001,3.5149999999999997,2.232,1.32,0.689,-0.11299999999999999
1.229,2.154,3.208,4.054,6.507000000000001,9.545,5.387,2.343,1.267,0.619,0.005
0.852,1.296,2.0869999999999997,2.689,3.5149999999999997,5.387,5.662,1.887,0.7989999999999999,0.382,0.142
0.64,1.1039999999999999,1.5639999999999998,1.6909999999999998,2.232,2.343,1.887,2.846,1.187,0.46399999999999997,-0.242
0.371,0.58,0.941,1.0399999999999998,1.32,1.267,0.7989999999999999,1.187,1.379,0.6950000000000001,0.05499999999999999
0.236,0.412,0.595,0.647,0.689,0.619,0.382,0.46399999999999997,0.6950000000000001,1.047,0.632
-0.164,-0.248,-0.216,-0.12,-0.11299999999999999,0.005,0.142,-0.242,0.05499999999999999,0.632,1.846
