12.044,2.915,-0.1329999999999999,1.676,0.715,0.44299999999999995,0.067,0.845,0.079,-0.1,0.129
2.915,11.243,5.569,1.6769999999999998,1.58,2.394,0.6639999999999999,0.7389999999999999,0.692,0.39,1.033
-0.1329999999999999,5.569,18.008,7.467,4.199999999999999,2.934,2.8720000000000003,1.954,0.865,0.829,0.136
1.676,1.6769999999999998,7.467,26.977999999999998,10.851,3.2249999999999996,4.955,0.4670000000000001,1.268,0.73,0.021000000000000005
0.715,1.58,4.199999999999999,10.851,31.336,13.565000000000001,4.5040000000000004,2.12,2.3689999999999998,0.627,0.131
0.44299999999999995,2.394,2.934,3.2249999999999996,13.565000000000001,65.881,17.448,2.2960000000000003,-0.43999999999999995,0.9460000000000002,0.221
0.067,0.6639999999999999,2.8720000000000003,4.955,4.5040000000000004,17.448,37.160000000000004,3.908,1.7200000000000002,1.653,-0.059000000000000004
0.845,0.7389999999999999,1.954,0.4670000000000001,2.12,2.2960000000000003,3.908,29.995,5.542999999999999,0.8360000000000001,0.094
0.079,0.692,0.865,1.268,2.3689999999999998,-0.43999999999999995,1.7200000000000002,5.542999999999999,12.246,5.792999999999999,-0.029
-0.1,0.39,0.829,0.73,0.627,0.9460000000000002,1.653,0.8360000000000001,5.792999999999999,6.973,-0.026
0.129,1.033,0.136,0.021000000000000005,0.131,0.221,-0.059000000000000004,0.094,-0.029,-0.026,0.252
