194131.754,71436.29800000001,15531.082999999999,7289.3679999999995,8636.466999999999,2593.574,3950.0139999999997,1406.798,-476.857,1711.9799999999998,403.76,-120.524
71436.29800000001,163147.52500000002,79653.188,31475.726,31619.005999999998,34189.655,28531.05,26392.182,16292.112000000001,7801.21,2660.973,861.652
15531.082999999999,79653.188,165375.38199999998,83915.902,54043.106,58605.475,52732.085,49724.09,31812.487,14739.546,5087.109,1654.354
7289.3679999999995,31475.726,83915.902,165812.026,104622.992,85485.267,74213.777,72035.83,45347.379,20381.72,7617.875,2540.308
8636.466999999999,31619.005999999998,54043.106,104622.992,192970.036,123384.39000000001,86590.147,76228.804,49757.752,21654.542,7810.3769999999995,2651.8559999999998
2593.574,34189.655,58605.475,85485.267,123384.39000000001,170749.66,113137.479,79734.26699999999,50818.024000000005,21697.409,8102.7429999999995,3388.9269999999997
3950.0139999999997,28531.05,52732.085,74213.777,86590.147,113137.479,124203.11799999999,90143.813,48070.829,20487.515,8981.072,3246.142
1406.798,26392.182,49724.09,72035.83,76228.804,79734.26699999999,90143.813,104186.49299999999,55179.419,22072.919,9196.185,2970.291
-476.857,16292.112000000001,31812.487,45347.379,49757.752,50818.024000000005,48070.829,55179.419,50179.919,21565.631,6428.282,2181.998
1711.9799999999998,7801.21,14739.546,20381.72,21654.542,21697.409,20487.515,22072.919,21565.631,18651.96,5554.891,1087.4309999999998
403.76,2660.973,5087.109,7617.875,7810.3769999999995,8102.7429999999995,8981.072,9196.185,6428.282,5554.891,4226.97,1046.2640000000001
-120.524,861.652,1654.354,2540.308,2651.8559999999998,3388.9269999999997,3246.142,2970.291,2181.998,1087.4309999999998,1046.2640000000001,956.891
