lo,hi,val,err
0.0,0.025,2203.06,440.6
0.025,0.05,2393.39,403.92
0.05,0.1,2621.21,406.66
0.1,0.2,2548.13,407.2
0.2,0.3,2512.02,439.28
0.3,0.4,1831.97,413.22
0.4,0.5,1192.24,352.42
0.5,0.7,857.58,322.78
0.7,1.0,571.66,224.01
1.0,1.3,314.24,136.57
1.3,2.0,70.95,65.02
2.0,3.0,29.19,30.93
