lo,hi,val,err
0.0,2.0,69.93,21.86
2.0,3.0,293.81,74.18
3.0,4.0,232.51,71.15
4.0,5.0,243.12,83.24
5.0,6.0,104.44,64.79
6.0,8.0,165.82,82.86
8.0,10.0,272.11,109.74
10.0,13.0,210.36,91.15
