lo,hi,val,err
0.00,0.05,6.600,0.801
0.05,0.10,9.141,0.945
0.10,0.15,9.622,0.973
0.15,0.20,9.483,0.969
0.20,0.25,8.635,0.869
0.25,0.30,7.598,0.763
0.30,0.40,5.944,0.616
0.40,0.50,3.725,0.446
0.50,0.60,1.735,0.279
0.60,0.75,0.629,0.146
