lo,hi,val,err
0.40,0.45,7.9850,1.9970
0.45,0.50,8.2610,1.5320
0.50,0.55,8.8090,1.3300
0.55,0.60,9.5300,1.2090
0.60,0.65,10.1300,1.1240
0.65,0.70,10.7100,1.0890
0.70,0.75,11.1100,1.0650
0.75,0.80,11.5500,1.0780
0.80,0.90,12.0200,1.1290
0.90,1.00,12.3000,1.2170
1.00,1.10,12.5800,1.3590
1.10,1.30,12.5800,1.6620
1.30,1.50,12.7800,2.1160
1.50,2.00,12.3600,2.6130
