lo,hi,val,err
0.0,0.025,0.761,0.104
0.025,0.05,1.146,0.144
0.05,0.1,1.343,0.16
0.1,0.2,1.49,0.172
0.2,0.4,1.063,0.122
0.4,0.8,0.582,0.075
0.8,1.2,0.242,0.055
1.2,2.0,0.097,0.025
