3.248163e-81,1.877803e-81,2.225554e-81,2.202010e-81,2.141818e-81,3.018036e-81,2.214900e-81,1.989657e-81,2.204773e-81,2.209766e-81,2.389734e-81,1.613064e-81,1.073969e-81,7.484366e-82
1.877803e-81,6.731829e-81,1.964179e-81,2.171853e-81,7.250450e-82,8.288962e-82,6.595185e-81,-3.800566e-82,8.786841e-81,9.142000e-82,3.902870e-81,4.339741e-81,1.517765e-81,1.224380e-81
2.225554e-81,1.964179e-81,7.187989e-81,3.876733e-81,5.337531e-81,5.484129e-81,4.827283e-81,5.906231e-81,3.404260e-81,5.463922e-81,4.238664e-81,2.308762e-81,1.457157e-81,2.353301e-81
2.202010e-81,2.171853e-81,3.876733e-81,6.830748e-81,5.351376e-81,8.808385e-81,3.693198e-81,6.364168e-81,2.117636e-81,6.201615e-81,2.616430e-81,3.118884e-81,3.220630e-81,1.288825e-81
2.141818e-81,7.250450e-82,5.337531e-81,5.351376e-81,9.770580e-81,1.057122e-80,4.131197e-81,9.021652e-81,-1.517507e-82,8.335829e-81,2.519287e-81,1.953608e-81,3.053482e-81,2.297220e-81
3.018036e-81,8.288962e-82,5.484129e-81,8.808385e-81,1.057122e-80,2.115149e-80,3.646450e-81,1.293988e-80,-2.420899e-81,1.241295e-80,1.195642e-81,3.605977e-81,6.618565e-81,1.432438e-81
2.214900e-81,6.595185e-81,4.827283e-81,3.693198e-81,4.131197e-81,3.646450e-81,1.413421e-80,3.777303e-81,1.233997e-80,4.132094e-81,6.202995e-81,5.866001e-81,2.557607e-81,3.254257e-81
1.989657e-81,-3.800566e-82,5.906231e-81,6.364168e-81,9.021652e-81,1.293988e-80,3.777303e-81,1.380395e-80,-1.167669e-81,1.012549e-80,1.827460e-81,2.123721e-81,3.841548e-81,2.421630e-81
2.204773e-81,8.786841e-81,3.404260e-81,2.117636e-81,-1.517507e-82,-2.420899e-81,1.233997e-80,-1.167669e-81,2.024608e-80,5.226271e-82,7.775303e-81,6.886618e-81,1.005247e-81,2.566383e-81
2.209766e-81,9.142000e-82,5.463922e-81,6.201615e-81,8.335829e-81,1.241295e-80,4.132094e-81,1.012549e-80,5.226271e-82,1.360144e-80,2.388183e-81,2.616138e-81,4.472642e-81,1.964008e-81
2.389734e-81,3.902870e-81,4.238664e-81,2.616430e-81,2.519287e-81,1.195642e-81,6.202995e-81,1.827460e-81,7.775303e-81,2.388183e-81,7.723932e-81,3.092240e-81,5.953798e-82,1.787763e-81
1.613064e-81,4.339741e-81,2.308762e-81,3.118884e-81,1.953608e-81,3.605977e-81,5.866001e-81,2.123721e-81,6.886618e-81,2.616138e-81,3.092240e-81,5.486945e-81,2.584762e-81,1.500929e-81
1.073969e-81,1.517765e-81,1.457157e-81,3.220630e-81,3.053482e-81,6.618565e-81,2.557607e-81,3.841548e-81,1.005247e-81,4.472642e-81,5.953798e-82,2.584762e-81,3.966378e-81,4.987002e-82
7.484366e-82,1.224380e-81,2.353301e-81,1.288825e-81,2.297220e-81,1.432438e-81,3.254257e-81,2.421630e-81,2.566383e-81,1.964008e-81,1.787763e-81,1.500929e-81,4.987002e-82,2.272531e-81
