lo,hi,val,err
0.25,0.5,27.1,4.1473
0.5,0.75,25.2,3.1559
0.75,1.0,21.6,2.2181
1.0,1.25,16.2,1.6912
1.25,1.5,12.0,1.6643
1.5,1.75,8.68,1.2166
1.75,2.0,5.57,0.6633
2.0,3.0,2.13,0.3873
3.0,4.0,0.47,0.1732
