lo,hi,val,err
0.0,0.025,62.42,14.558
0.025,0.05,60.968,12.758
0.05,0.075,46.116,10.833
0.075,0.1,32.553,9.614
0.1,0.15,20.223,8.842
0.15,0.2,12.698,7.94
0.2,0.3,9.747,5.854
0.3,0.4,8.747,3.957
0.4,0.6,5.949,2.728
0.6,1.0,1.995,1.374
