lo,hi,val,err
0.0,2.0,0.58,0.595
2.0,3.0,0.982,0.293
3.0,4.0,0.834,0.271
4.0,5.0,0.588,0.257
5.0,6.0,0.814,0.247
6.0,7.0,0.268,0.152
7.0,8.0,0.197,0.092
8.0,10.0,0.117,0.044
10.0,14.0,0.043,0.02
14.0,20.0,0.01,0.01
