lo,hi,val,err
0.0,2.0,138.083,26.542
2.0,4.0,128.303,40.983
4.0,6.0,112.2,39.322
6.0,8.0,56.564,33.303
8.0,12.0,14.822,22.952
12.0,20.0,39.007,36.404
