lo,hi,val,err
0.0,0.25,1.111,1.522
0.25,0.5,6.546,3.964
0.5,0.75,9.105,2.026
0.75,1.0,8.854,1.302
1.0,1.5,9.703,1.346
1.5,2.0,7.977,1.059
2.0,3.0,5.517,0.746
3.0,6.0,2.379,0.492
