lo,hi,val,err
0.0,2.0,53.146,4.305
2.0,4.0,72.881,6.132
4.0,6.0,43.843,4.563
6.0,8.0,29.134,3.426
8.0,12.0,15.003,2.307
12.0,20.0,3.157,1.43
