lo,hi,val,err
2.0,3.0,3.645,4.099
3.0,4.0,7.275,3.116
4.0,5.0,6.119,2.862
5.0,6.0,7.976,2.914
6.0,7.0,9.672,2.726
7.0,8.0,11.415,2.895
8.0,10.0,15.748,3.734
10.0,14.0,24.823,6.448
14.0,20.0,29.653,13.041
