lo,hi,val,err
2.0,3.0,2.377,0.586
3.0,4.0,3.317,0.486
4.0,5.0,4.183,0.504
5.0,6.0,4.661,0.478
6.0,7.0,4.888,0.452
7.0,8.0,5.512,0.534
8.0,10.0,6.836,0.785
10.0,14.0,10.097,1.177
14.0,20.0,12.147,1.836
