lo,hi,val,err
0.0,0.02,2.258524e-38,3.114635e-39
0.02,0.04,2.013996e-38,2.404295e-39
0.04,0.08,2.414675e-38,2.896001e-39
0.08,0.12,2.526522e-38,2.958629e-39
0.12,0.16,2.016077e-38,2.574602e-39
0.16,0.24,1.201014e-38,1.921756e-39
0.24,0.32,6.841323e-39,1.009048e-39
0.32,0.4,5.258404e-39,9.176061e-40
0.4,0.6,2.122075e-39,4.823814e-40
0.6,0.799,4.125221e-40,1.906808e-40
