lo,hi,val,err
0.0,0.02,1.808693e-39,1.970046e-40
0.02,0.04,1.518148e-39,1.516217e-40
0.04,0.08,1.973259e-39,1.918406e-40
0.08,0.12,3.154976e-39,3.019464e-40
0.12,0.16,4.397734e-39,3.766029e-40
0.16,0.24,4.148109e-39,2.675342e-40
0.24,0.32,3.791782e-39,3.271782e-40
0.32,0.4,2.738950e-39,3.304457e-40
0.4,0.6,8.117862e-40,2.056003e-40
0.6,0.799,1.373678e-41,1.397385e-41
