lo,hi,val,err
0,1,0.0,0.0
1,2,53.8178,8.7435
2,3,291.572,27.331
3,4,460.723,41.614
4,5,552.913,43.328
5,6,493.812,37.705
6,8,271.061,21.936
8,10,65.2803,5.6005
10,15,14.6478,1.4167
15,20,4.94936,0.92611
