lo,hi,val,err
0,1,45.1395,3.7456
1,2,133.403,8.8004
2,3,201.782,12.739
3,4,243.169,15.621
4,5,251.124,17.674
5,6,244.781,18.993
6,7,219.879,18.367
7,8,208.269,17.948
8,9,177.382,17.169
9,10,151.637,16.557
10,11,134.714,14.977
11,12,110.783,13.459
12,14,96.9158,10.776
14,16,71.9116,9.6244
16,20,44.9274,7.7396
