lo,hi,val,err
0.0,0.1,411.435,36.426
0.1,0.2,1326.28,91.951
0.2,0.3,2131.18,139.3
0.3,0.4,3004.04,196.69
0.4,0.5,3394.69,243.34
0.5,0.6,3367.63,264.77
0.6,0.8,2899.68,249.06
0.8,1.0,1745.75,214.3
1.0,1.25,811.522,152.72
1.25,1.5,341.796,116.8
