lo,hi,val,err
0.0,0.075,5421.200000,406.400000
0.075,0.15,18898.666667,1352.933333
0.15,0.25,41632.700000,2954.100000
0.25,0.325,63893.733333,4240.000000
0.325,0.4,79819.466667,5149.333333
0.4,0.475,81134.133333,5278.400000
0.475,0.55,80895.733333,5483.866667
0.55,0.7,73696.733333,4939.133333
0.7,0.85,48758.266667,3868.666667
0.85,1.0,27943.733333,2941.200000
1.0,1.25,11046.360000,1474.960000
1.25,1.5,2936.760000,463.640000
1.5,2.5,176.620000,31.830000
