lo,hi,val,err
0.0,0.075,5752.533333,493.600000
0.075,0.15,19901.333333,1564.800000
0.15,0.25,42863.400000,3472.300000
0.25,0.325,66900.933333,5024.533333
0.325,0.4,84562.800000,5796.266667
0.4,0.475,86394.533333,5890.266667
0.475,0.55,85754.133333,6186.400000
0.55,0.7,78837.800000,5307.266667
0.7,0.85,53302.266667,4043.400000
0.85,1.0,30716.000000,2916.133333
1.0,1.25,13187.040000,1622.880000
1.25,1.5,3701.320000,599.080000
1.5,2.5,209.200000,37.850000
