lo,hi,val,err
0.106,0.226,0.07746870662361464,0.014805872279648524
0.226,0.296,0.1930316674044762,0.015474320766452278
0.296,0.386,0.1022919280618484,0.009497726571889083
0.386,2.506,0.0006828051657584415,0.0002255285575082456
