lo,hi,val,err
0.5,0.625,6.918190e-39,1.733582e-39
0.625,0.75,3.686115e-39,4.667595e-40
0.75,0.875,3.666726e-39,4.734637e-40
0.875,1,3.258126e-39,5.118807e-40
1,1.1,3.439498e-39,9.220149e-40
