lo,hi,val,err
0,0.1,7.034362e-41,1.133540e-41
0.1,0.2,3.617909e-40,3.985426e-41
0.2,0.3,8.007214e-40,8.472585e-41
0.3,0.45,1.640869e-39,1.875801e-40
0.45,0.6,3.199235e-39,3.285150e-40
0.6,0.75,3.727600e-39,4.208913e-40
0.75,0.9,2.425956e-39,3.726569e-40
0.9,1.25,5.940524e-40,1.620418e-40
1.25,2.5,1.545784e-41,6.091212e-42
2.5,5,5.858317e-45,8.154093e-43
