lo,hi,val,err
-2,-0.7,1.353902e-41,8.237610e-42
-0.7,-0.4,5.806933e-40,1.183020e-40
-0.4,-0.2,1.741298e-39,2.601136e-40
-0.2,0,3.083477e-39,3.789014e-40
0,0.2,3.185436e-39,4.163553e-40
0.2,0.4,1.672199e-39,3.004139e-40
0.4,0.7,5.475144e-40,1.141699e-40
0.7,2,8.255455e-42,3.780144e-42
