lo,hi,val,err
0,0.1,1.588589e-39,2.674341e-40
0.1,0.2,3.657514e-39,4.834776e-40
0.2,0.3,3.390578e-39,4.480038e-40
0.3,0.4,2.374185e-39,3.549561e-40
0.4,0.5,1.853187e-39,2.733583e-40
0.5,0.6,1.892190e-39,2.997949e-40
0.6,0.8,1.721782e-39,2.806522e-40
0.8,1.5,8.064990e-40,1.474867e-40
1.5,3,6.145512e-41,3.208280e-41
