lo,hi,val,err
0,1,1.551265e-41,7.561580e-42
1,2,6.213778e-41,2.112913e-41
2,3,7.901735e-41,2.970080e-41
3,4,1.481587e-40,4.750965e-41
4,5,2.052540e-40,7.271122e-41
5,6,1.542364e-40,6.952040e-41
6,7,2.502655e-40,8.167639e-41
7,8,2.494457e-40,7.553361e-41
8,9,2.369304e-40,7.990203e-41
9,10,2.126312e-40,9.956133e-41
10,11,5.277110e-41,6.763729e-41
11,12,1.169699e-40,9.083398e-41
12,14,8.494260e-41,7.703348e-41
14,17,1.037154e-40,9.545349e-41
