lo,hi,val,err
0,40,5.579484e-42,7.937891e-43
40,80,7.349942e-42,9.843566e-43
80,120,9.956098e-42,1.348985e-42
120,150,1.867242e-41,2.731785e-42
150,180,2.996549e-41,5.373516e-42
