lo,hi,val,err
2,3,1.701958e-40,2.375904e-41
3,4,3.292512e-40,4.356772e-41
4,5,4.212712e-40,5.362138e-41
5,6,4.130248e-40,4.948454e-41
6,7.5,2.628075e-40,3.013189e-41
7.5,10,7.214296e-41,8.512377e-42
10,14,1.253306e-41,1.440971e-42
14,20,4.049816e-42,4.827767e-43
