lo,hi,val,err
0,0.15,1.956855e-39,1.106745e-39
0.15,0.3,2.542026e-39,4.690052e-40
0.3,0.45,3.194088e-39,5.423637e-40
0.45,0.6,4.345677e-39,6.478130e-40
0.6,0.75,2.937261e-39,3.959677e-40
0.75,0.9,2.007987e-39,3.150509e-40
0.9,1.1,4.138024e-40,1.146102e-40
