lo,hi,val,err
0,1,9.713495e-42,3.269128e-42
1,2,4.829691e-41,8.595045e-42
2,3,1.134505e-40,1.703293e-41
3,4,1.921906e-40,2.593086e-41
4,5,2.248044e-40,3.104039e-41
5,6,2.628647e-40,3.662964e-41
6,7,2.744880e-40,3.877103e-41
7,8,2.496586e-40,3.580181e-41
8,9,2.492818e-40,4.704561e-41
9,10,1.625079e-40,4.228337e-41
10,11,1.664489e-40,4.026614e-41
11,12,1.297188e-40,4.972282e-41
12,14,1.038440e-40,5.640893e-41
14,17,1.820160e-40,5.821808e-41
