lo,hi,val,err
0,0.2,4.881684e-39,9.688612e-40
0.2,0.4,2.315905e-39,6.231244e-40
0.4,0.6,9.708167e-40,4.090691e-40
0.6,1,5.369134e-40,2.543847e-40
1,1.75,6.138996e-41,9.494109e-41
1.75,3,3.220554e-42,5.451698e-41
