lo,hi,val,err
0.5,0.6,13.524,1.271
0.6,0.7,17.113,1.622
0.7,0.8,21.789,2.170
0.8,0.9,26.943,2.593
0.9,1.0,29.310,3.017
1.0,1.1,30.360,3.451
1.1,1.2,31.231,3.703
1.2,1.3,30.106,4.317
1.3,1.4,27.008,4.597
1.4,1.5,23.490,5.245
1.5,1.6,16.939,4.635
