lo,hi,val,err
0.5,0.8,0.227,0.047
0.8,1,0.484,0.033
1,1.2,0.605,0.039
1.2,1.4,0.64,0.04
1.4,1.6,0.691,0.0521
1.6,1.8,0.757,0.077
1.8,2.1,0.69,0.0461
2.1,4,0.807,0.051
4,14,0.834,0.089
