lo,hi,val,err
0.5,0.8,0.132,0.034
0.8,1,0.194,0.034
1,1.2,0.252,0.039
1.2,1.4,0.287,0.048
1.4,1.6,0.255,0.043
1.6,1.8,0.384,0.064
1.8,2,0.317,0.058
2,2.5,0.508,0.077
2.5,3,0.499,0.09
