lo,hi,val,err
1.5,2,150.76,23.5859
2,2.5,169.45,22.6287
2.5,3,218.57,25.1493
3,3.5,195.17,18.8212
3.5,4,110.79,11.7568
4,5,55.64,6.3378
5,6,17.78,2.51205
6,8,12.19,1.64438
8,10,5.6,1.02083
10,15,2.77,0.458039
