lo,hi,val,err
0,0.025,805.21,109.292
0.025,0.05,954.82,117.58
0.05,0.1,1009.61,106.786
0.1,0.2,976.76,91.4842
0.2,0.4,670.47,63.7719
0.4,0.8,296.84,31.0777
0.8,1.2,63.6,12.6092
1.2,2,0,0
