63861.3,38159.7,38195.2,32336,13602.7,131.349,0,0,14648.6,32118.6,19670.3,17803.7,13278.1,888.201,0,0,21624.4,22289.6,20390.5,18667.2,10940.1,2769.14,-40.6076,0,14541.3,12458.9,10604.3,10585.7,6232.41,1310.91,112.91,0,4103.05,5852.57,6162.97,4447.15,-977.833,-617.781,-825.781,-186.684,2609.48,3126,2506.2,-988.336,-809.599,-1295.67,-892.29,-136.951,6814.91,14262.7,5490.49,2813.69,2976.01,1508.55,353.214,75.3605,3894.19,15306.5,23091,9853.39,8845,1256.49,-1123.86,-196.214,9001.36,3965.78,11026.2,2023.97,966.928,524.91,732.617,392.233,21768.8,9460.01,22845.3,15557.8,3037.7,771.056,1412.12,94.2057
38159.7,70156.1,36592,32708.9,13398.9,95.6204,0,0,17006.1,33243.6,19244.7,18287.7,13578.6,945.229,0,0,22145.8,23076.7,21131.8,19157.8,10745.9,2755.23,-38.5276,0,14461.1,13005.8,11875.9,10796.8,5781.86,1267.31,-36.2066,0,3983.16,6139.39,7122.33,4658.22,-1160.96,-681.851,-1020.73,-149.895,1968.02,3557.53,2784.42,-486.979,-1129.75,-1396.96,-1041.3,-179.887,8688.66,14288,6589.4,3104.03,3278.94,736.457,57.7663,-47.5191,4413.51,13395,23929.3,10563.8,8847.37,829.266,-1072.13,-314.508,9583.17,6979.23,11373.2,4490.14,1110.42,231.005,402.029,231.018,21859.6,11123.6,21417.6,14865.7,3252.69,704.776,558.28,-1.36155
38195.2,36592,54643.5,29867.2,12231.4,125.677,0,0,17101.6,30371.1,18411.3,17483.7,13324.3,1058.32,0,0,20539.8,21626.2,20493.1,18445.2,10286.5,2828.97,-30.9522,0,13245.3,12020.7,12008.4,10608.1,5846.44,1455.57,4.34111,0,3865.13,5894.81,7104.33,4464.38,-893.187,-395.754,-870.979,-121.472,1817.46,3034.3,2936.49,-690.109,-868.516,-1108.86,-899.224,-140.102,8184.88,13421.2,7298.77,3143.78,3352.14,942.669,101.351,-34.5693,4040.16,12475.9,23574.9,11281.3,8491.28,1205.91,-824.619,-264.172,10151.9,7283.33,8551.32,6233.54,1401.68,706.015,526.294,242.374,20911.3,8842.17,19950.7,15540.8,3594.14,1053.61,608.832,107.281
32336,32708.9,29867.2,39264.7,10153.4,81.1738,0,0,14953.7,27262.1,16356.6,14088.8,10787.1,578.985,0,0,16574.3,19145.2,17285.7,15983.7,8409.77,2043.75,-41.193,0,10830.2,10050.8,10317.7,8041.83,3845.73,695.831,-274.674,0,1697.41,3976.96,5774.78,2658.74,-2023.62,-1086.34,-1233.18,-113.604,-672.538,2188.59,790.744,-1161.8,-2035.91,-1837.92,-1247.78,-243.256,7456.06,10392.5,4256.31,562.351,1890.57,-762.701,-395.745,-248.232,1641.84,8342.66,18682.1,7730.03,6162.55,-177.503,-1067.26,-525.775,8397.48,5667.16,8401.39,4713.01,269.276,-862.214,-166.412,-30.8305,15939.2,8809.57,14064.5,8876.18,2914.45,-40.8607,-743.392,-155.143
13602.7,13398.9,12231.4,10153.4,8017.8,50.7643,0,0,5335.33,10696.8,6709.15,5595.34,4370.84,273.126,0,0,6891.29,7316.05,6745.2,6217.29,3727.32,927.326,-8.01613,0,4534.66,3932.49,3657.87,3470.37,2162.52,475.166,18.4507,0,1096.84,1811.87,2157.89,1504.09,-183.925,-166.837,-271.78,-54.8783,552.259,1021.07,785.441,-115.302,-197.264,-417.357,-279.146,-41.6787,2321.79,4369.07,1830.8,897.987,1184.22,422.902,114.458,34.4983,1008.2,4476.78,7530.61,3248.4,3310.29,414.697,-284.793,-50.5713,2812.9,1430.49,4119.17,835.332,618.121,218.091,290.502,137.825,6638.23,3171.66,7220.32,4861.83,1261.89,365.659,443.377,95.4529
131.349,95.6204,125.677,81.1738,50.7643,4.68787,0,0,43.1472,68.6464,46.8917,42.557,31.49,-2.30449,0,0,48.3968,40.1287,50.789,51.9082,23.4468,1.66065,-0.499706,0,29.1779,20.4953,24.0245,15.7577,8.33263,-3.02732,-0.153922,0,2.41902,-4.37095,13.6381,-10.9288,-15.2042,-11.1733,-4.47476,-0.530713,-8.14471,-15.3435,-15.4418,-30.695,-10.9139,-14.9295,-4.63816,-1.0227,-11.8738,35.6309,12.2181,-31.6712,-1.04507,-8.22232,-0.27965,-1.10639,-1.43785,28.8808,39.3041,7.44284,2.10694,-1.64046,-3.84433,-3.48888,94.4163,-16.1794,-80.2817,34.9271,-33.3825,-12.9456,-1.1419,0.070648,19.1106,-34.686,-8.02525,43.0106,15.0602,-6.87388,-3.66259,0.949127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14648.6,17006.1,17101.6,14953.7,5335.33,43.1472,0,0,19868.5,15450.6,10734.6,10020.1,6956.79,814.269,0,0,9420.57,11824,11714.9,10109.4,5552.42,1758.76,3.79093,0,6768.82,7755.56,8189.65,6703.97,3571.89,1474.7,95.5843,0,3386.92,4644.48,5816.43,3680.14,927.11,543.196,-200.404,6.62974,1394.21,3191.24,2990.67,2203.97,699.104,116.589,-189.807,-26.8995,7230.57,7841.24,6195.49,3222.95,3256.89,510.003,52.3662,-21.2789,5475.49,5677.73,12953.6,7387.12,6422.81,1337.43,224.889,-28.2612,6670.05,7379.32,7352.77,8773.41,3346.62,1421.77,381.802,59.7844,11904,7069.91,8319.92,8173.55,3506.1,1697.67,-45.7123,212.047
32118.6,33243.6,30371.1,27262.1,10696.8,68.6464,0,0,15450.6,44439.5,17565,16101.2,11905.1,1114.65,0,0,17873.9,20470.2,18149.7,16832.7,9794.73,2761.8,-15.4919,0,12843,11707.4,11336.7,10500.5,5958.09,1825.61,118.465,0,4579.69,6444.59,7526.46,5206.82,346.958,156.491,-570.904,-85.8978,2207.45,3969.8,3437.13,1174.05,18.3626,-547.728,-613.105,-96.9574,8806.08,12695.9,7315.25,4090.47,3948.3,1118.67,175.418,5.61192,6324.07,11816.5,21556.5,10792.1,9451.58,1645.95,-385.719,-121.052,9007.67,7905.77,11806.7,7869.83,3366.5,1478.83,591.012,222.07,19769.6,10727.6,18192.1,13944.3,4255.33,1711.91,610.826,155.462
