lo,hi,val,err
1.5,2,72.29,10.189
2,2.5,115.94,12.697
2.5,3,147.5,14.2425
3,3.5,122.97,11.857
3.5,4,74.48,8.33927
4,5,30.72,3.6868
5,6,14.49,1.53883
6,8,8.6,0.948472
8,10,4.53,0.524309
10,15,2.26,0.264197
