lo,hi,val,err
0,0.025,577.83,91.6314
0.025,0.05,670.24,98.2109
0.05,0.1,820.09,94.5032
0.1,0.2,831,87.4418
0.2,0.4,541.68,66.6836
0.4,0.8,263.6,33.5515
0.8,1.2,85.04,19.82
1.2,2,10.51,4.11214
