lo,hi,val,err
1.5,2,0.84,0.530754
2,2.5,42.85,7.11355
2.5,3,100.81,12.4974
3,3.5,62.56,9.48117
3.5,4,38.53,6.69964
4,5,16.1,2.84201
5,6,8.39,1.54457
6,8,5.81,1
8,10,3.49,0.67897
10,15,1.78,0.334215
