lo,hi,val,err
0,0.025,890.86,197.322
0.025,0.05,846.55,203.052
0.05,0.1,961.45,200.824
0.1,0.2,815.88,193.199
0.2,0.4,285.51,66.5004
0.4,0.8,3.45,4.02016
0.8,1.2,0,0
1.2,2,0,0
