lo,hi,val,err
0,0.025,599.77,68.6489
0.025,0.05,727.63,82.2431
0.05,0.1,806.35,81.6051
0.1,0.2,757.95,76.6015
0.2,0.4,491.6,46.0866
0.4,0.8,182.1,19.3086
0.8,1.2,37.48,8.19481
1.2,2,5.98,1.56541
