lo,hi,val,err
0,0.025,840.97,201.48
0.025,0.05,1057.84,229.135
0.05,0.1,1074.2,187.588
0.1,0.2,927.61,145.729
0.2,0.4,696.27,100.808
0.4,0.8,313.27,55.5222
0.8,1.2,77.54,19.9971
1.2,2,26.28,9.00223
