71200.4,42419.1,38073,32400.6,9732.53,129.788,0,0,18860.8,30691.9,20968.4,18013.2,12043.8,609.789,-5.38378,0,20874.9,26674.9,22713.5,20135.7,11290.1,2358.07,24.8856,0,18222.6,16859.6,15712.1,14008.3,6900.43,1536.47,-358.27,9.32226,7833.3,9889.71,10974.9,6690.2,-647.827,-573.392,-1057.89,-205.012,2250,4518.04,3990.36,225,-1563.14,-1504.55,-1091.82,-158.594,11216.7,17524.9,6574.24,2133.96,3395,267.391,-74.2115,-62.0366,7095.05,12568.7,25957.4,10531.7,9973.12,915.625,-953.497,-386.518,8648.85,9289.25,15081.3,8060.63,1481.61,-423.995,483.425,186.648,22969.8,12208.1,20592.3,14742.8,3609.37,1024.15,82.8713,97.6284
42419.1,69677.1,36367.3,29676.8,9915.36,71.3548,0,0,16711.7,31046.3,18015.9,16479.8,11492,673.764,-6.69636,0,21330.2,24593.9,20460.5,18920.3,10668.2,2124.88,59.833,0,16679.9,15448.6,13898,13224.6,6955.62,1486.83,-334.393,17.1021,7648.69,9149.57,9903.78,6203.26,-554.454,-589.051,-885.37,-240.605,3258.49,3474.25,4067.94,260.544,-1457.19,-1265.23,-968.984,-119.907,8925.97,17277.6,5333.68,2180.81,3481.59,822.654,90.2907,40.6474,6045.49,12082,22909.4,10132.6,9618.52,1087.7,-1109.66,-291.012,6952.07,7863.99,16913.6,5546.07,714.181,-837.101,528.302,287.569,21720.4,11089.1,21295.7,14130.8,3279.36,1186.08,673.51,68.3199
38073,36367.3,51060.3,27009.3,8178.53,135.64,0,0,16820,25853.1,17425.1,14829.4,10695.6,665.882,-1.51887,0,19035.7,22722.8,18943.3,17419.9,9825.3,2139.33,34.9456,0,14829.4,14028,13729.7,12246.2,6170.56,1392.6,-304.472,9.57673,6287.53,7939.82,9535.02,5904.46,-487.261,-401.849,-870.2,-163.243,1901.75,3474.71,3678.73,531.134,-1245.43,-1167.81,-921.906,-123.585,9040.88,14810.4,6138.04,2051.42,3213.95,444.58,-54.9983,-41.3646,5346.08,10342.1,22855.3,10009.7,8608.63,947.551,-795.126,-328.675,7376.41,8624.24,12406.3,8313.27,1170.13,-134.215,419.539,162.871,19318,9344.98,17251.2,12776.7,3559.07,971.025,147.914,73.32
32400.6,29676.8,27009.3,35487.2,7553.25,78.6648,0,0,13130.1,23397.7,14319.8,12502.1,8283.49,218.699,-0.666543,0,14648.9,18139.6,14648.5,13310.6,7762.65,1478.76,-14.3242,0,11620.9,10929.7,10438.9,8618.55,3715.66,399.996,-475.774,0.755998,2809.92,4922.84,5994.8,2410.96,-2160.15,-1291.32,-1187.68,-149.492,-1638.6,2015.3,831.192,-1428.36,-2481.66,-2131.37,-1259.51,-219.339,6879.17,9995.38,1579.34,-519.319,1041.66,-1259.31,-525.641,-259.318,1919.15,6684.46,16679,5896.03,5480.86,-713.326,-1122.41,-597.637,5088.32,4843.18,9111.45,1559.9,80.6731,-1436.7,-280.78,-95.6328,14007.2,9185.73,12085.3,6772.22,2132.47,-615.975,-1098.2,-237.493
9732.53,9915.36,8178.53,7553.25,4806.3,44.9119,0,0,4063.34,6405.87,4572.01,3437.54,2735.79,102.481,-2.74626,0,4467.84,5911.23,4213.91,4197.63,2474.88,391.489,22.7916,0,3377.91,3080.59,2596.23,2782.21,1733.04,289.423,-85.9308,6.12418,1372.23,1667.68,1665.36,879.086,-249.013,-255.088,-207.315,-78.0114,517.261,140.416,468.318,-348.767,-415.321,-397.893,-247.584,-25.1252,974.358,3692.25,225.125,19.2342,731.14,220.215,63.6523,40.035,358.482,2707.73,3859.85,1859.59,2396.25,240.276,-360.63,-70.9459,1270.86,716.04,4585.93,-551.139,-129.06,-541.178,146.207,102.489,4470.1,1890.52,4838.19,2973.14,717.142,213.287,297.372,18.3923
129.788,71.3548,135.64,78.6648,44.9119,15.31,0,0,56.7588,54.5992,57.6499,47.0729,29.9541,8.00187,0.0610505,0,44.1321,42.5387,64.8419,61.5372,27.7071,-0.0935043,0.399919,0,32.4595,35.2171,51.7731,32.1182,10.3993,-2.32221,-2.11939,0.00762705,15.5039,3.51033,47.2192,-6.63907,-6.00476,-9.0486,-3.51997,-0.0343899,-8.2502,-7.42022,-2.79374,-15.2794,-0.755875,-15.1825,-2.91297,-0.534753,-8.27346,29.0627,44.5678,-44.125,10.3741,-15.9644,-0.760722,-1.51221,13.2082,17.5167,84.5282,20.2475,17.6267,1.31049,1.61647,-6.0811,177.74,62.7712,-167.187,118.902,-37.9028,-8.26716,-3.13905,-1.53286,3.37008,-73.459,-81.0083,67.5618,42.2801,-3.34983,-13.6824,2.99241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18860.8,16711.7,16820,13130.1,4063.34,56.7588,0,0,17265.6,15283.1,9857.33,8658.76,5698,521.497,-1.96692,0,10787,11894.8,10865.8,9596.65,5814.36,1444.6,38.6861,0,7493.5,8360.27,8382.79,7737.07,4362.59,1404.44,71.1592,6.19824,5128.69,6107.48,6584.08,4860.97,1498.69,639.519,-97.9861,-47.7764,2972.48,3678.35,4113.88,2734.66,1074.22,271.769,-77.9273,6.51154,6377.38,9232.47,5340.25,3450.47,3245.02,1175.64,285.529,101.665,5926.09,7293.52,13440.4,6880.18,6658.45,1627.94,101.706,48.4445,4875.58,5904.68,9119.01,6691.87,3230.75,1392.71,601.039,190.21,11342.7,6642.92,10571.3,8665.84,3171.19,1660.38,660.072,239.223
30691.9,31046.3,25853.1,23397.7,6405.87,54.5992,0,0,15283.1,39436.8,16542.9,14072.6,9355.11,688.365,0.262369,0,15899.6,21276.6,17119.6,15468,9022.87,2250.66,8.0455,0,14125.4,12593.8,13242,11603.8,5719.79,1659.04,-118.532,0.912344,6535.48,8432.69,9809.44,6689.75,838.008,289.309,-636.449,-63.5881,1876.96,5425.89,4767.55,2520.76,13.3271,-528.991,-621.226,-103.579,11030.3,13265.3,7728.1,4019.61,3745.97,436.421,-75.133,-86.0252,8183.16,9861.36,22745.3,10167.3,8927.68,1230.7,-165.339,-220.044,7197.41,9822.09,11642,10423.4,4094.43,1458.4,393.771,55.4428,17900.2,11787.4,15502.1,12080.2,4063.26,1403.29,-214.808,102.031
20968.4,18015.9,17425.1,14319.8,4572.01,57.6499,0,0,9857.33,16542.9,16930.5,9406.12,6313.52,542.065,-0.667662,0,11235.1,12679.6,12096.9,9896.28,6506.13,1605.51,29.6801,0,9367.43,9423.35,8679,8101.9,4641.16,1480.94,50.695,3.46471,4835.24,6301.99,7101.56,5067.58,1718.28,656.143,-178.543,-38.4315,2221.89,4118.43,4493.01,3353.79,1306.4,194.682,-129.112,-13.4021,7194.2,9345.55,5760.37,3843.24,3572.73,977.32,226.7,66.6502,6091.24,7399.13,14896.4,7534.35,7527.65,1548.24,141.985,-1.32342,5136.5,6171.67,9851.78,6574.53,4196.42,1586.62,549.037,145.107,11636.1,7800.08,11111.5,9178.98,3661.57,1668.44,396.846,232.335
18013.2,16479.8,14829.4,12502.1,3437.54,47.0729,0,0,8658.76,14072.6,9406.12,11466.3,5435.49,491.432,0.76148,0,9667.41,11719.1,10093.7,9079.21,5325.94,1408.88,21.8869,0,7954.26,8134.84,8094.17,6697.6,3759.76,1233.76,35.3636,2.41514,4044.71,5198.71,6068.69,4446.49,1256.58,535.656,-183.172,-21.9734,1782.31,3446.05,3556.96,2535.08,841.861,112.785,-163.932,-16.704,6298.28,7961.43,5290.55,3201.66,2961.9,765.789,136.745,28.9693,5195.43,6164.48,13058.2,6613.01,6158.52,1244.98,116.463,-25.8949,4442.95,6021.09,7601.28,6847.42,3188.45,1392.29,420.123,98.6785,10209.1,6404.83,8990.27,7892.89,3007.53,1303.16,222.569,162.016
12043.8,11492,10695.6,8283.49,2735.79,29.9541,0,0,5698,9355.11,6313.52,5435.49,5330.71,318.172,-0.70127,0,6375.81,7875.81,7077.49,5993.29,3835.67,906.461,18.5833,0,5166.8,5111.94,5233.62,4799.29,2626.29,818.059,9.23696,3.16446,2562.69,3204.82,3857.06,2806.77,809.146,323.247,-117.636,-31.2554,1103.87,1803.78,2120.58,1322.35,475.87,51.0889,-112.731,-7.40461,3572.92,5184.9,3058.71,1862.97,1945.6,615.878,126.757,44.2778,2866.61,4102.01,8533.93,4350.46,4216.75,911.878,19.7482,-4.8876,2779.33,3397.23,5353.8,4057.19,1984.4,806.656,348.374,104.522,6764.69,3794.21,6458.98,5173.56,2035.78,935.325,307.796,131.254
609.789,673.764,665.882,218.699,102.481,8.00187,0,0,521.497,688.365,542.065,491.432,318.172,299.571,0.92277,0,558.1,747.404,697.664,565.091,381.714,173.338,8.44474,0,506.582,615.041,620.972,663.665,499.166,187.712,45.4359,1.17388,575.696,588.861,639.48,650.916,470.346,231.624,75.1055,4.54916,586.946,515.055,715.886,706.926,445.614,245.913,86.9032,18.9452,523.992,730.115,771.333,719.323,530.223,321.165,88.7293,36.246,769.143,672.164,961.997,795.163,779.914,351.341,106.706,53.7272,318.704,577.3,1005.43,967.409,656.766,396.504,118.52,37.2645,743.57,458.707,833.864,830.972,453.251,342.128,184.441,51.8233
