lo,hi,val,err
2,3,0.746,0.075
3,4,0.671,0.038
4,5,0.67,0.034
5,7,0.678,0.036
7,9,0.697,0.032
9,12,0.716,0.033
12,15,0.708,0.031
15,18,0.687,0.03
18,22,0.698,0.032
