lo,hi,val,err
0.0,0.07,9.830000e-41,1.930000e-41
0.07,0.15,4.770000e-40,5.940000e-41
0.15,0.25,1.370000e-39,1.820000e-40
0.25,0.33,2.700000e-39,3.440000e-40
0.33,0.4,3.860000e-39,4.930000e-40
0.4,0.47,5.250000e-39,6.720000e-40
0.47,0.55,6.790000e-39,8.380000e-40
0.55,0.7,4.610000e-39,3.640000e-40
0.7,0.85,1.330000e-40,1.210000e-41
