0.035 0.002 0.024 0.006 0.025
0.002 0.038 -0.004 0.023 0.000
0.024 -0.004 0.039 -0.006 0.035
0.006 0.023 -0.006 0.068 -0.021
0.025 0.000 0.035 -0.021 0.102
